wrf_date;data;stn id;temp;rain;windU;windV;pressure
2024-03-10;2024.03.11 14:00:00;28676;.6,9;1;3.7;3;1021,3
2024-03-10;2024.03.11 15:00:00;28676;.7,3;1;3.4;3.8;1021,4
2024-03-10;2024.03.11 16:00:00;28676;.7,9;1;3.3;4.8;1021,4
2024-03-10;2024.03.11 17:00:00;28676;.8,8;1;4.4;3;1021,3
2024-03-10;2024.03.11 18:00:00;28676;.8,1;1;3.4;4.9;1021,2
2024-03-10;2024.03.11 19:00:00;28676;.8,4;1;3.6;4.4;1021
2024-03-10;2024.03.11 20:00:00;28676;.8,8;1;3.8;5.1;1020,8
2024-03-10;2024.03.11 21:00:00;28676;.9;1;2.9;4;1020,5
2024-03-10;2024.03.11 22:00:00;28676;.8,8;1;2.2;2.6;1020,1
2024-03-10;2024.03.11 23:00:00;28676;.9,9;1,1;3.3;3.6;1019,8
2024-03-10;2024.03.12 00:00:00;28676;.11,4;1,1;3.7;2.8;1019,5
2024-03-10;2024.03.10 12:00:00;28879;.5,2;0;3.8;2.8;1013,1
2024-03-10;2024.03.10 13:00:00;28879;.8,5;0;2.2;3.4;1013,1
2024-03-10;2024.03.10 14:00:00;28879;.10,3;0;1.9;4.5;1013,9
2024-03-10;2024.03.10 15:00:00;28879;.11,7;0;2.2;5.3;1014
2024-03-10;2024.03.10 16:00:00;28879;.12,4;0;2.5;5.5;1014,2
2024-03-10;2024.03.10 17:00:00;28879;.11,9;0,1;2.5;5.6;1014,2
2024-03-10;2024.03.10 18:00:00;28879;.11,5;0,3;3;5.9;1014,4
2024-03-10;2024.03.10 19:00:00;28879;.11,1;0,5;3.3;5.8;1014,2
2024-03-10;2024.03.10 20:00:00;28879;.11,8;0,6;2.7;5.7;1014,4
2024-03-10;2024.03.10 21:00:00;28879;.12,7;0,6;2.5;5.8;1014,2
2024-03-10;2024.03.10 22:00:00;28879;.13,4;0,6;2.5;5.9;1014,4
2024-03-10;2024.03.10 23:00:00;28879;.13,5;0,6;2.6;5.8;1014,6
2024-03-10;2024.03.11 00:00:00;28879;.9,1;0,6;3;5.2;1014,8
2024-03-10;2024.03.11 01:00:00;28879;.7,1;0,6;3.9;5.3;1015,2
2024-03-10;2024.03.11 02:00:00;28879;.5,9;0,6;3.9;3.6;1015,8
2024-03-10;2024.03.11 03:00:00;28879;.5;0,6;5.4;2.7;1016,6
2024-03-10;2024.03.11 04:00:00;28879;.4,6;0,7;5.7;2.2;1017,3
2024-03-10;2024.03.11 05:00:00;28879;.4,3;0,7;5.9;2;1018
2024-03-10;2024.03.11 06:00:00;28879;.4,3;0,7;5.7;1.8;1018,6
2024-03-10;2024.03.11 07:00:00;28879;.4,3;0,7;6;1.2;1019,2
2024-03-10;2024.03.11 08:00:00;28879;.4,1;0,7;6;1.4;1019,7
2024-03-10;2024.03.11 09:00:00;28879;.4,3;0,7;5.4;2.3;1020,2
2024-03-10;2024.03.11 10:00:00;28879;.4,5;0,7;5.4;3.1;1020,6
2024-03-10;2024.03.11 11:00:00;28879;.5,4;0,7;4.9;3.2;1021,1
2024-03-10;2024.03.11 12:00:00;28879;.6;0,7;4.3;2.3;1021,2
2024-03-10;2024.03.11 13:00:00;28879;.6,6;0,7;3.3;2.4;1021,1
2024-03-10;2024.03.11 14:00:00;28879;.7,5;0,7;3.5;2.8;1021,3
2024-03-10;2024.03.11 15:00:00;28879;.7,9;0,7;3.4;3.3;1021,1
2024-03-10;2024.03.11 16:00:00;28879;.8,2;0,7;2.9;3.9;1021
2024-03-10;2024.03.11 17:00:00;28879;.8,1;0,7;2.8;4.6;1020,7
2024-03-10;2024.03.11 18:00:00;28879;.8,5;0,7;2.2;4.7;1020,6
2024-03-10;2024.03.11 19:00:00;28879;.11,1;0,8;1.3;4.2;1020,4
2024-03-10;2024.03.11 20:00:00;28879;.14,3;0,8;2;5;1020,4
2024-03-10;2024.03.11 21:00:00;28879;.12,1;0,8;2.1;5.6;1020,2
2024-03-10;2024.03.11 22:00:00;28879;.11,8;0,8;2;5.2;1019,7
2024-03-10;2024.03.11 23:00:00;28879;.11,6;0,8;2.1;4.8;1019,2
2024-03-10;2024.03.12 00:00:00;28879;.11,5;0,8;2.3;4.1;1018,9
2024-03-10;2024.03.10 12:00:00;28952;.3,8;0;0.7;3.2;1012,1
2024-03-10;2024.03.10 13:00:00;28952;.7;0;-0.1;3.4;1012,2
2024-03-10;2024.03.10 14:00:00;28952;.9,5;0;-1.2;3.9;1012,6
2024-03-10;2024.03.10 15:00:00;28952;.6,4;0;0.7;3.6;1012,6
2024-03-10;2024.03.10 16:00:00;28952;.6,6;0;1.5;2.9;1012,3
2024-03-10;2024.03.10 17:00:00;28952;.9,3;0;2;2.7;1012,8
2024-03-10;2024.03.10 18:00:00;28952;.8,7;0,1;1.6;2.3;1013,1
2024-03-10;2024.03.10 19:00:00;28952;.11;0,1;1.8;1.2;1013,8
2024-03-10;2024.03.10 20:00:00;28952;.10,4;0,1;1.3;0.8;1014,4
2024-03-10;2024.03.10 21:00:00;28952;.9,3;0,1;1.4;-0.3;1015,1
2024-03-10;2024.03.10 22:00:00;28952;.9,5;0,1;1.3;-0.3;1015,9
2024-03-10;2024.03.10 23:00:00;28952;.9,8;0,1;1.3;-0.5;1016,6
2024-03-10;2024.03.11 00:00:00;28952;.10,2;0,1;1.1;-0.6;1017,3
2024-03-10;2024.03.11 01:00:00;28952;.10,6;0,1;1.4;0.2;1018,1
2024-03-10;2024.03.11 02:00:00;28952;.11,5;0,1;1.9;1.3;1018,8
2024-03-10;2024.03.11 03:00:00;28952;.12,1;0,1;1.9;1.3;1019,4
2024-03-10;2024.03.11 04:00:00;28952;.12,3;0,1;2.2;1.5;1019,9
2024-03-10;2024.03.11 05:00:00;28952;.11,8;0,1;2.1;1.8;1020,4
2024-03-10;2024.03.11 06:00:00;28952;.10,8;0,1;1.8;2.6;1020,8
2024-03-10;2024.03.11 07:00:00;28952;.9,7;0,1;2.1;3.4;1021,1
2024-03-10;2024.03.11 08:00:00;28952;.8,9;0,1;2.2;3.9;1021,1
2024-03-10;2024.03.11 09:00:00;28952;.8,4;0,1;2.6;4;1021,1
2024-03-10;2024.03.11 10:00:00;28952;.9,2;0,1;3;3.7;1021,1
2024-03-10;2024.03.11 11:00:00;28952;.8,3;0,1;2.6;3.6;1020,9
2024-03-10;2024.03.11 12:00:00;28952;.8,8;0,1;2.2;4;1020,7
2024-03-10;2024.03.11 13:00:00;28952;.11,3;0,1;1.4;3.7;1020,2
2024-03-10;2024.03.11 14:00:00;28952;.13,7;0,1;1.7;3.8;1020,2
2024-03-10;2024.03.11 15:00:00;28952;.15,1;0,1;1.7;3.6;1020,2
2024-03-10;2024.03.11 16:00:00;28952;.10,9;0,1;1.5;2.8;1019,8
2024-03-10;2024.03.11 17:00:00;28952;.8,4;0,1;1.4;2.7;1019,7
2024-03-10;2024.03.11 18:00:00;28952;.6,9;0,1;2.3;3.9;1019,6
2024-03-10;2024.03.11 19:00:00;28952;.7,3;0,2;1.5;3.8;1019,4
2024-03-10;2024.03.11 20:00:00;28952;.10,9;0,3;1.2;4.1;1019,1
2024-03-10;2024.03.11 21:00:00;28952;.8,6;0,4;1.5;3.1;1018,7
2024-03-10;2024.03.11 22:00:00;28952;.7,3;0,4;1.7;3.3;1018,2
2024-03-10;2024.03.11 23:00:00;28952;.7,6;0,4;1.7;3.7;1018
2024-03-10;2024.03.12 00:00:00;28952;.8,4;0,4;1.8;3.4;1017,7
2024-03-10;2024.03.10 12:00:00;35108;.2,3;0;2.4;0.1;1017
2024-03-10;2024.03.10 13:00:00;35108;.4;0;2.4;0;1017
2024-03-10;2024.03.10 14:00:00;35108;.5,5;0;2.1;0.4;1017,4
2024-03-10;2024.03.10 15:00:00;35108;.4,6;0;1.8;1.4;1017,6
2024-03-10;2024.03.10 16:00:00;35108;.3,7;0;2.5;2;1017,5
2024-03-10;2024.03.10 17:00:00;35108;.4,1;0;3.1;1.3;1018
2024-03-10;2024.03.10 18:00:00;35108;.5,3;0;3.4;0.7;1018,1
2024-03-10;2024.03.10 19:00:00;35108;.5,5;0;3.1;-0.8;1018,3
2024-03-10;2024.03.10 20:00:00;35108;.8,2;0;3.2;-0.5;1018
2024-03-10;2024.03.10 21:00:00;35108;.9,3;0;3.1;-0.6;1017,9
2024-03-10;2024.03.10 22:00:00;35108;.10;0;2.9;0;1018,1
2024-03-10;2024.03.10 23:00:00;35108;.11,5;0;2.9;0.8;1018,1
2024-03-10;2024.03.11 00:00:00;35108;.11,4;0;2.2;0.6;1018,2
2024-03-10;2024.03.11 01:00:00;35108;.11,9;0;1.5;0.6;1018,3
2024-03-10;2024.03.11 02:00:00;35108;.13,4;0;0.7;-0.3;1018,5
2024-03-10;2024.03.11 03:00:00;35108;.13,3;0;0.6;-0.8;1018,5
2024-03-10;2024.03.11 04:00:00;35108;.12,7;0;-0.3;-1.2;1018,5
2024-03-10;2024.03.11 05:00:00;35108;.11,6;0;-0.5;-2;1018,5
2024-03-10;2024.03.11 06:00:00;35108;.11,4;0;-0.9;-2.1;1018,6
2024-03-10;2024.03.11 07:00:00;35108;.9,6;0;-1.1;-1.6;1018,8
2024-03-10;2024.03.11 08:00:00;35108;.8,6;0;-1;-2.7;1018,9
2024-03-10;2024.03.11 09:00:00;35108;.7,4;0;-0.2;-3.5;1018,9
2024-03-10;2024.03.11 10:00:00;35108;.6,1;0;0.9;-4.1;1018,8
2024-03-10;2024.03.11 11:00:00;35108;.5,5;0;1.3;-4.4;1019
2024-03-10;2024.03.11 12:00:00;35108;.6,4;0;2.4;-4.2;1019,4
2024-03-10;2024.03.11 13:00:00;35108;.7,7;0;2.3;-4.4;1019,6
2024-03-10;2024.03.11 14:00:00;35108;.9,2;0;2.7;-4.6;1020
2024-03-10;2024.03.11 15:00:00;35108;.11,2;0;2.8;-4.6;1020,7
2024-03-10;2024.03.11 16:00:00;35108;.12,8;0;3.4;-4.3;1021,4
2024-03-10;2024.03.11 17:00:00;35108;.14;0;3.4;-3.9;1022,1
2024-03-10;2024.03.11 18:00:00;35108;.15,2;0;3.8;-3.8;1022,5
2024-03-10;2024.03.11 19:00:00;35108;.16;0;3.5;-3.5;1022,7
2024-03-10;2024.03.11 20:00:00;35108;.17;0;4;-3.6;1022,9
2024-03-10;2024.03.11 21:00:00;35108;.17,4;0;4;-3.4;1023
2024-03-10;2024.03.11 22:00:00;35108;.18,2;0;4.2;-2.7;1023,2
2024-03-10;2024.03.11 23:00:00;35108;.18,1;0;4.6;-1.7;1023
2024-03-10;2024.03.12 00:00:00;35108;.16,5;0;4.5;-1.5;1022,7
2024-03-10;2024.03.10 12:00:00;35188;.4,3;0;4;2.3;1015,9
2024-03-10;2024.03.10 13:00:00;35188;.8,6;0;3.2;2.5;1015,8
2024-03-10;2024.03.10 14:00:00;35188;.10,9;0;2.5;3.2;1016,6
2024-03-10;2024.03.10 15:00:00;35188;.12,8;0;1.8;3.8;1016,9
2024-03-10;2024.03.10 16:00:00;35188;.14,4;0;1.7;3.8;1017,1
2024-03-10;2024.03.10 17:00:00;35188;.15,7;0;1.3;4;1017,5
2024-03-10;2024.03.10 18:00:00;35188;.16,8;0;0.6;4.4;1018,2
2024-03-10;2024.03.10 19:00:00;35188;.17,4;0;0.3;4.7;1018,2
2024-03-10;2024.03.10 20:00:00;35188;.17,5;0;0;4.4;1018,3
2024-03-10;2024.03.10 21:00:00;35188;.17,6;0;-0.2;4.6;1018,2
2024-03-10;2024.03.10 22:00:00;35188;.14;0;-0.6;4;1018,1
2024-03-10;2024.03.10 23:00:00;35188;.11,5;0;0.4;4.5;1017,9
2024-03-10;2024.03.11 00:00:00;35188;.8,1;0;4;6.2;1018,1
2024-03-10;2024.03.11 01:00:00;35188;.9,5;0;4;4.9;1018,7
2024-03-10;2024.03.11 02:00:00;35188;.10,1;0;4.3;4.7;1019,4
2024-03-10;2024.03.11 03:00:00;35188;.9;0;4;5;1020,1
2024-03-10;2024.03.11 04:00:00;35188;.8;0,1;4.3;4.6;1020,9
2024-03-10;2024.03.11 05:00:00;35188;.6,5;0,1;5;3.8;1021,4
2024-03-10;2024.03.11 06:00:00;35188;.5,3;0,1;5.8;3.1;1021,8
2024-03-10;2024.03.11 07:00:00;35188;.4,3;0,1;5.8;3.6;1022,1
2024-03-10;2024.03.11 08:00:00;35188;.3,7;0,1;5.5;3.2;1022,2
2024-03-10;2024.03.11 09:00:00;35188;.3,2;0,2;5.4;2.9;1022,4
2024-03-10;2024.03.11 10:00:00;35188;.3,4;0,2;4.9;2.6;1022,7
2024-03-10;2024.03.11 11:00:00;35188;.3,3;0,2;4.1;3;1022,9
2024-03-10;2024.03.11 12:00:00;35188;.4,4;0,2;2.8;1.8;1023
2024-03-10;2024.03.11 13:00:00;35188;.8,6;0,2;2.3;1.9;1022,9
2024-03-10;2024.03.11 14:00:00;35188;.10,4;0,2;0.9;2.4;1023
2024-03-10;2024.03.11 15:00:00;35188;.12,1;0,2;-0.2;2.6;1022,9
2024-03-10;2024.03.11 16:00:00;35188;.14,8;0,2;-1.4;2.8;1022,7
2024-03-10;2024.03.11 17:00:00;35188;.15,8;0,2;-2.3;2.4;1022,5
2024-03-10;2024.03.11 18:00:00;35188;.13,7;0,2;-2.5;2;1022,1
2024-03-10;2024.03.11 19:00:00;35188;.12,8;0,2;-2;2.6;1021,8
2024-03-10;2024.03.11 20:00:00;35188;.12,6;0,2;-1.8;2;1021,4
2024-03-10;2024.03.11 21:00:00;35188;.12,6;0,2;-1.6;1.5;1020,9
2024-03-10;2024.03.11 22:00:00;35188;.12,7;0,2;-1.7;1.7;1020,3
2024-03-10;2024.03.11 23:00:00;35188;.12,7;0,2;-1.6;0.9;1019,8
2024-03-10;2024.03.12 00:00:00;35188;.12;0,2;-1.8;-0.2;1019,3
2024-03-10;2024.03.10 12:00:00;35229;.2,7;0;5.8;-0.1;1015,4
2024-03-10;2024.03.10 13:00:00;35229;.4,4;0;3.9;0.4;1015,3
2024-03-10;2024.03.10 14:00:00;35229;.7,2;0;3.7;0.9;1016,5
2024-03-10;2024.03.10 15:00:00;35229;.8,7;0;3.6;1;1017,2
2024-03-10;2024.03.10 16:00:00;35229;.7,6;0;3.6;0.7;1017,6
2024-03-10;2024.03.10 17:00:00;35229;.9,8;0;3.1;1.8;1018,3
2024-03-10;2024.03.10 18:00:00;35229;.11,5;0;3;2.1;1018,5
2024-03-10;2024.03.10 19:00:00;35229;.11,2;0;2.8;2;1018,8
2024-03-10;2024.03.10 20:00:00;35229;.10,7;0;1.9;2.1;1019,2
2024-03-10;2024.03.10 21:00:00;35229;.10,1;0;-0.9;1.8;1019,4
2024-03-10;2024.03.10 22:00:00;35229;.9,1;0;-1.1;2.4;1019,6
2024-03-10;2024.03.10 23:00:00;35229;.8,7;0;-0.6;2.8;1019,6
2024-03-10;2024.03.11 00:00:00;35229;.9;0;-0.5;3.2;1019,5
2024-03-10;2024.03.11 01:00:00;35229;.9;0,1;-0.9;3.3;1019,5
2024-03-10;2024.03.11 02:00:00;35229;.9,6;0,1;-1.6;3.8;1019,4
2024-03-10;2024.03.11 03:00:00;35229;.11,4;0,2;-0.9;3.8;1019,4
2024-03-10;2024.03.11 04:00:00;35229;.11,2;0,2;-1;3.4;1019,5
2024-03-10;2024.03.11 05:00:00;35229;.9;0,2;-0.2;3.5;1019,6
2024-03-10;2024.03.11 06:00:00;35229;.6,1;0,2;0.8;4.4;1019,6
2024-03-10;2024.03.11 07:00:00;35229;.4,2;0,3;0.9;4.9;1019,3
2024-03-10;2024.03.11 08:00:00;35229;.3,1;0,3;0.2;4.9;1018,7
2024-03-10;2024.03.11 09:00:00;35229;.2,5;0,3;-0.5;4.5;1018,1
2024-03-10;2024.03.11 10:00:00;35229;.2,1;0,3;-0.9;4.3;1017,7
2024-03-10;2024.03.11 11:00:00;35229;.2,2;0,3;-1.4;4.3;1017,2
2024-03-10;2024.03.11 12:00:00;35229;.1,9;0,3;-1.7;4.4;1016,9
2024-03-10;2024.03.11 13:00:00;35229;.1,9;0,3;-1.7;4.6;1016,2
2024-03-10;2024.03.11 14:00:00;35229;.2,8;0,5;-2.3;3.8;1015,5
2024-03-10;2024.03.11 15:00:00;35229;.3,4;0,8;-2.3;4;1014,9
2024-03-10;2024.03.11 16:00:00;35229;.3,4;1,1;-2;5;1014,4
2024-03-10;2024.03.11 17:00:00;35229;.2,6;1,3;-1.3;5;1014,3
2024-03-10;2024.03.11 18:00:00;35229;.2;1,3;0;3.9;1014,1
2024-03-10;2024.03.11 19:00:00;35229;.2,9;1,4;0.2;3.7;1013,8
2024-03-10;2024.03.11 20:00:00;35229;.3,3;1,5;0.9;3;1013,4
2024-03-10;2024.03.11 21:00:00;35229;.2,5;1,5;2.8;1;1013,2
2024-03-10;2024.03.11 22:00:00;35229;.3,5;1,5;4.1;0.9;1013,2
2024-03-10;2024.03.11 23:00:00;35229;.4,8;1,5;3.9;0.9;1013,1
2024-03-10;2024.03.12 00:00:00;35229;.5,1;1,5;2.8;0.5;1013,1
2024-03-10;2024.03.10 12:00:00;35358;0;0;3.3;4.6;1016,7
2024-03-10;2024.03.10 13:00:00;35358;.2,9;0;2.4;2.7;1016,8
2024-03-10;2024.03.10 14:00:00;35358;.5,5;0;2.4;2.8;1017,6
2024-03-10;2024.03.10 15:00:00;35358;.6,8;0;2.5;2.6;1017,7
2024-03-10;2024.03.10 16:00:00;35358;.7,5;0;3;2;1018,2
2024-03-10;2024.03.10 17:00:00;35358;.7,1;0;4.1;1;1018,9
2024-03-10;2024.03.10 18:00:00;35358;.7,3;0;4.8;-0.6;1019
2024-03-10;2024.03.10 19:00:00;35358;.8,7;0;4.7;-0.7;1019,8
2024-03-10;2024.03.10 20:00:00;35358;.9,6;0;4.6;-0.7;1020,3
2024-03-10;2024.03.10 21:00:00;35358;.10,4;0;4.3;-0.7;1020,8
2024-03-10;2024.03.10 22:00:00;35358;.11,3;0;3.9;-0.5;1021,5
2024-03-10;2024.03.10 23:00:00;35358;.12,2;0;3.7;-0.2;1021,8
2024-03-10;2024.03.11 00:00:00;35358;.12,3;0;3.6;-0.3;1022,2
2024-03-10;2024.03.11 01:00:00;35358;.12,7;0;3.5;-0.6;1022,7
2024-03-10;2024.03.11 02:00:00;35358;.14,5;0;2.8;-0.2;1023,2
2024-03-10;2024.03.11 03:00:00;35358;.15,3;0;1.5;0.6;1023,9
2024-03-10;2024.03.11 04:00:00;35358;.13,9;0;1.1;0.6;1024,5
2024-03-10;2024.03.11 05:00:00;35358;.11,9;0;0.5;0.5;1024,8
2024-03-10;2024.03.11 06:00:00;35358;.9,2;0;0.4;0.6;1024,9
2024-03-10;2024.03.11 07:00:00;35358;.7,2;0;0.8;1;1024,9
2024-03-10;2024.03.11 08:00:00;35358;.6;0;0.2;0.7;1024,7
2024-03-10;2024.03.11 09:00:00;35358;.4,8;0;0.1;0.9;1024,5
2024-03-10;2024.03.11 10:00:00;35358;.4,3;0;-0.1;1.1;1024,3
2024-03-10;2024.03.11 11:00:00;35358;.3,8;0;-0.7;0.4;1023,9
2024-03-10;2024.03.11 12:00:00;35358;.4,6;0;-1.8;0.2;1023,7
2024-03-10;2024.03.11 13:00:00;35358;.6,3;0;-2.1;0.6;1023,2
2024-03-10;2024.03.11 14:00:00;35358;.7,6;0;-1.8;0.6;1022,7
2024-03-10;2024.03.11 15:00:00;35358;.9;0;-0.9;0.5;1022,4
2024-03-10;2024.03.11 16:00:00;35358;.8,9;0;-0.8;0.2;1022
2024-03-10;2024.03.11 17:00:00;35358;.9,3;0;-1.7;-0.6;1021,7
2024-03-10;2024.03.11 18:00:00;35358;.9,8;0;-2;-0.3;1021,3
2024-03-10;2024.03.11 19:00:00;35358;.10,4;0,1;-1;-0.5;1021
2024-03-10;2024.03.11 20:00:00;35358;.10,9;0,1;-1.8;-1.4;1020,2
2024-03-10;2024.03.11 21:00:00;35358;.9,4;0,2;-1.8;-1.6;1019,6
2024-03-10;2024.03.11 22:00:00;35358;.9,6;0,2;-2.7;-1.4;1018,6
2024-03-10;2024.03.11 23:00:00;35358;.9,3;0,4;-2.7;-1.8;1017,7
2024-03-10;2024.03.12 00:00:00;35358;.9;0,7;-2.8;-1.4;1016,9
2024-03-10;2024.03.10 12:00:00;35394;0,2;0;3.7;4.8;1016,2
2024-03-10;2024.03.10 13:00:00;35394;1,1;0;2.3;3.3;1016
2024-03-10;2024.03.10 14:00:00;35394;.0,7;0;1.7;2.2;1016,5
2024-03-10;2024.03.10 15:00:00;35394;.2,3;0;1.5;1.9;1017
2024-03-10;2024.03.10 16:00:00;35394;.3,6;0;1.3;2;1017,5
2024-03-10;2024.03.10 17:00:00;35394;.4,4;0;1.2;1.9;1018,2
2024-03-10;2024.03.10 18:00:00;35394;.5;0;1.3;1.7;1018,4
2024-03-10;2024.03.10 19:00:00;35394;.5,6;0;1.4;1.6;1018,7
2024-03-10;2024.03.10 20:00:00;35394;.6,2;0;1.1;1.6;1019,1
2024-03-10;2024.03.10 21:00:00;35394;.6,7;0;0.9;1.7;1019
2024-03-10;2024.03.10 22:00:00;35394;.6,9;0;0.6;1.8;1019,2
2024-03-10;2024.03.10 23:00:00;35394;.7;0;0.2;1.9;1019,2
2024-03-10;2024.03.11 00:00:00;35394;.6,9;0;-0.2;1.7;1019,2
2024-03-10;2024.03.11 01:00:00;35394;.7,5;0;-0.7;1.6;1019,6
2024-03-10;2024.03.11 02:00:00;35394;.7;0;0.1;1.4;1020,2
2024-03-10;2024.03.11 03:00:00;35394;.5,5;0,1;0.7;1.7;1020,8
2024-03-10;2024.03.11 04:00:00;35394;.3,8;0,2;1.4;2;1021,3
2024-03-10;2024.03.11 05:00:00;35394;.1,9;0,2;3;2.8;1021,4
2024-03-10;2024.03.11 06:00:00;35394;.0,7;0,2;3;2.2;1021,4
2024-03-10;2024.03.11 07:00:00;35394;0;0,3;3.3;1.8;1021,5
2024-03-10;2024.03.11 08:00:00;35394;0,2;0,3;3.1;1.7;1021,5
2024-03-10;2024.03.11 09:00:00;35394;.0,1;0,3;2.7;1.4;1021,7
2024-03-10;2024.03.11 10:00:00;35394;.0,1;0,3;2.6;1.2;1022
2024-03-10;2024.03.11 11:00:00;35394;.0,4;0,3;2.4;1.2;1022,2
2024-03-10;2024.03.11 12:00:00;35394;.0,8;0,3;2.1;0.9;1022,2
2024-03-10;2024.03.11 13:00:00;35394;.1,2;0,3;1.5;0.4;1022
2024-03-10;2024.03.11 14:00:00;35394;.1,6;0,3;0.9;0.7;1021,9
2024-03-10;2024.03.11 15:00:00;35394;.4,2;0,3;-1;1;1021,9
2024-03-10;2024.03.11 16:00:00;35394;.6,3;0,3;-1;0.9;1021,7
2024-03-10;2024.03.11 17:00:00;35394;.6;0,3;-1.2;0.8;1021,3
2024-03-10;2024.03.11 18:00:00;35394;.6,5;0,3;-1.6;0.9;1020,7
2024-03-10;2024.03.11 19:00:00;35394;.6,3;0,3;-1.5;0.9;1020
2024-03-10;2024.03.11 20:00:00;35394;.5,2;0,3;-1.6;1.1;1019,5
2024-03-10;2024.03.11 21:00:00;35394;.4,1;0,3;-1.8;1.4;1018,9
2024-03-10;2024.03.11 22:00:00;35394;.3,9;0,3;-1.7;1.3;1018,4
2024-03-10;2024.03.11 23:00:00;35394;.4,3;0,4;-1.7;1;1017,8
2024-03-10;2024.03.12 00:00:00;35394;.4,6;0,4;-1.8;0.8;1017,3
2024-03-10;2024.03.10 12:00:00;35633;3,3;0;7.9;-0.7;1017,8
2024-03-10;2024.03.10 13:00:00;35633;2,2;0;4.4;-2.3;1018,2
2024-03-10;2024.03.10 14:00:00;35633;0;0;2.5;-2;1019,7
2024-03-10;2024.03.10 15:00:00;35633;.1,1;0;1.7;-2.1;1020,1
2024-03-10;2024.03.10 16:00:00;35633;.1,6;0;1.1;-1.2;1020,6
2024-03-10;2024.03.10 17:00:00;35633;.1,8;0;0.7;-0.7;1021,5
2024-03-10;2024.03.10 18:00:00;35633;.1,9;0;0.6;-0.6;1021,5
2024-03-10;2024.03.10 19:00:00;35633;.2;0;0.4;-0.3;1021,9
2024-03-10;2024.03.10 20:00:00;35633;.2,1;0;0.2;-0.2;1022
2024-03-10;2024.03.10 21:00:00;35633;.2,2;0;0;0.1;1022,1
2024-03-10;2024.03.10 22:00:00;35633;.2,3;0;-0.3;0.6;1022,4
2024-03-10;2024.03.10 23:00:00;35633;.2,3;0;-0.7;0.8;1022,5
2024-03-10;2024.03.11 00:00:00;35633;.2,6;0;-0.8;1.1;1022,4
2024-03-10;2024.03.11 01:00:00;35633;.2,9;0;-0.8;1.1;1022,6
2024-03-10;2024.03.11 02:00:00;35633;.3,2;0;-1.2;1.1;1022,8
2024-03-10;2024.03.11 03:00:00;35633;.3,5;0;-1.4;1.4;1022,8
2024-03-10;2024.03.11 04:00:00;35633;.1,9;0;-1.9;2.2;1023,1
2024-03-10;2024.03.11 05:00:00;35633;.0,5;0;-1.9;2.6;1023,1
2024-03-10;2024.03.11 06:00:00;35633;1,1;0;-1.7;2.3;1022,8
2024-03-10;2024.03.11 07:00:00;35633;2,1;0;-1.6;3;1022,5
2024-03-10;2024.03.11 08:00:00;35633;3,3;0;-1.8;3.3;1021,7
2024-03-10;2024.03.11 09:00:00;35633;3;0,1;0.3;3.7;1021,3
2024-03-10;2024.03.11 10:00:00;35633;3,8;0,3;0.1;1.7;1020,6
2024-03-10;2024.03.11 11:00:00;35633;4,8;0,3;0.6;1.2;1019,9
